topK,accuracy,precision,recall,F1
0.05,0.9455128205128205,0.0,0.0,0.0
0.05,0.9442508710801394,0.07142857142857142,0.25,0.11111111111111112
0.05,0.9331210191082803,0.0625,0.14285714285714285,0.08695652173913043
0.05,0.9376947040498442,0.0625,0.16666666666666666,0.09090909090909091
0.05,0.9356913183279743,0.0,0.0,0.0
0.05,0.9428571428571428,0.0,0.0,0.0
0.05,0.94375,0.125,0.3333333333333333,0.18181818181818182
0.05,0.9365079365079365,0.0,0.0,0.0
0.05,0.9419354838709677,0.0625,0.25,0.1
0.05,0.9477124183006536,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9370860927152318,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9489795918367347,0.13333333333333333,0.5,0.2105263157894737
0.05,0.9391891891891891,0.06666666666666667,0.2,0.1
0.05,0.9391891891891891,0.0,0.0,0.0
0.05,0.9401993355481728,0.0,0.0,0.0
0.05,0.9438943894389439,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9407894736842105,0.0,0.0,0.0
0.05,0.9303135888501742,0.0,0.0,0.0
0.05,0.9385113268608414,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9477124183006536,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9466666666666667,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9377049180327869,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9254658385093167,0.0,0.0,0.0
0.05,0.9431438127090301,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9446366782006921,0.07142857142857142,0.25,0.11111111111111112
0.05,0.9294871794871795,0.0,0.0,0.0
0.05,0.9344827586206896,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9475308641975309,0.0625,0.3333333333333333,0.10526315789473684
0.05,0.935374149659864,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9344827586206896,0.0,0.0,0.0
0.05,0.9401993355481728,0.06666666666666667,0.2,0.1
0.05,0.9311475409836065,0.0,0.0,0.0
0.05,0.9405940594059405,0.0,0.0,0.0
0.05,0.9256756756756757,0.0,0.0,0.0
0.05,0.9347079037800687,0.06666666666666667,0.16666666666666666,0.09523809523809522
