@relation argouml-0.9.5

@attribute PageRank numeric
@attribute isImportant numeric

@data
0.000857,1
0.001461,0
0.005157,0
0.000519,0
0.003497,1
0.005515,0
0.002004,0
0.001419,0
0.004946,0
0.001363,0
0.003665,0
0.000384,0
0.000843,0
0.000384,0
0.000384,0
0.000384,0
0.000857,0
0.000686,0
0.001436,0
0.000603,0
0.002149,0
0.000676,0
0.000384,0
0.003129,0
0.001489,0
0.003044,0
0.001801,0
0.000842,0
0.001356,0
0.001108,0
0.000384,0
0.000547,0
0.001084,0
0.000877,0
0.000602,0
0.000465,0
0.000384,0
0.000384,0
0.000384,0
0.000402,0
0.000761,0
0.000443,0
0.000384,0
0.004657,0
0.003103,0
0.000663,0
0.000722,0
0.000447,0
0.00256,0
0.003027,0
0.000384,0
0.011443,0
0.000505,0
0.001049,1
0.018314,1
0.000384,0
0.000384,0
0.002383,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.002463,0
0.003306,0
0.000457,0
0.000384,0
0.019621,0
0.003907,0
0.00197,0
0.02112,1
0.00251,0
0.008593,0
0.003079,0
0.016834,0
0.038952,1
0.006617,1
0.00164,0
0.000821,0
0.000384,0
0.000443,0
0.000384,0
0.000443,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000499,0
0.000482,0
0.000492,0
0.002817,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.001406,0
0.001075,0
0.000384,0
0.000441,0
0.001975,0
0.000824,0
0.00042,0
0.00057,0
0.000592,0
0.000711,0
0.000384,0
0.000384,0
0.000384,0
0.001551,0
0.004305,0
0.003613,1
0.001483,0
0.003163,0
0.00056,0
0.00056,0
0.001086,0
0.000384,0
0.004873,1
0.001393,0
0.000384,0
0.009099,1
0.000943,0
0.000384,0
0.000386,0
0.000449,0
0.000449,0
0.000386,0
0.000702,0
0.004172,0
0.000468,0
0.000762,0
0.000562,0
0.000449,0
0.000384,0
0.000415,0
0.000574,0
0.000384,0
0.000796,0
0.000451,0
0.000386,0
0.000714,0
0.001524,0
0.000384,0
0.001092,0
0.000776,0
0.000442,0
0.000444,0
0.000384,0
0.000384,0
0.000617,0
0.000411,0
0.000384,0
0.000384,0
0.000988,0
0.006792,0
0.00256,0
0.00071,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000506,0
0.000524,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000941,0
0.000384,0
0.048038,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
0.000384,0
