@relation argouml-0.9.5

@attribute Lines numeric
@attribute Statements numeric
@attribute '\% Branches' numeric
@attribute Calls numeric
@attribute Calls/Statements numeric
@attribute '\% Comments' numeric
@attribute Methods/Class numeric
@attribute 'Avg Stmts/Method' numeric
@attribute 'Max Complexity' numeric
@attribute 'Max Depth' numeric
@attribute 'Avg Depth' numeric
@attribute 'Avg Complexity' numeric
@attribute WMC numeric
@attribute NOF numeric
@attribute DIT numeric
@attribute NMO numeric
@attribute NOC numeric
@attribute Abstract numeric
@attribute isImportant numeric

@data
74,62,6.5,59,0.951613,2.7,5,9.2,3,4,1.73,1.8,9,0,3,1,0,0,0
74,55,5.5,82,1.490909,16.2,2,25,4,4,2.67,2.5,5,2,0,0,0,0,0
16,6,0,5,0.833333,25,2,1,4,2,1,2.5,2,0,5,1,0,0,0
165,134,4.5,122,0.910448,1.2,21,4.71,2,3,1.8,1.33,27,1,4,2,1,0,0
26,17,11.8,3,0.176471,11.5,1,5,3,2,0.65,3,2,0,1,0,0,0,0
471,283,14.8,150,0.530035,22.7,44,4.68,8,5,2,2.05,82,18,1,0,3,1,0
99,66,13.6,39,0.590909,8.1,10,4.2,7,5,2.08,2.2,19,4,1,0,0,0,0
433,195,20.5,110,0.564103,32.6,6,6.04,10,9,3.75,2.83,6,2,1,0,0,0,0
33,27,0,28,1.037037,6.1,3,6.33,1,2,1.52,1,3,0,2,2,0,0,0
104,84,22.6,33,0.392857,15.4,17,3.76,11,3,2.04,2.18,35,2,1,0,0,0,0
7,6,0,0,0,0,4,0,0,1,0.67,0,0,0,0,0,0,0,0
200,162,15.4,73,0.450617,12,18,6.06,8,4,1.76,2.56,41,7,1,0,1,0,0
78,62,17.7,17,0.274194,12.8,6,6.17,6,3,1.39,2.83,16,2,2,4,0,0,0
148,134,11.2,50,0.373134,6.8,13,7,9,4,1.75,2.23,27,8,1,0,0,0,0
93,62,1.6,30,0.483871,30.1,6,5.67,2,3,1.34,1.17,7,6,1,0,0,0,0
32,24,8.3,3,0.125,15.6,4,2.25,2,2,0.92,1.5,6,0,2,3,0,0,0
89,63,9.5,29,0.460317,19.1,11,2.91,5,4,1.37,1.55,16,2,1,0,27,0,0
117,74,14.9,45,0.608108,22.2,9,6.33,5,4,2,2.22,20,1,2,3,0,0,0
40,10,0,2,0.2,65,3,1,1,2,0.9,1,3,0,4,2,0,0,0
138,60,13.3,32,0.533333,74.6,9,4.44,5,5,2,2,17,2,3,4,0,0,0
47,16,6.3,4,0.25,57.4,3,2,4,2,1.13,2,4,1,0,0,3,1,0
11,11,0,4,0.363636,0,3,1.33,1,2,1,1,3,0,2,1,18,0,0
153,76,30.3,14,0.184211,38.6,11,5.18,13,6,3.07,2.36,25,3,0,0,0,0,0
51,35,8.6,12,0.342857,3.9,11,1.36,5,3,1.29,1.45,14,2,1,0,0,0,0
123,83,20.5,56,0.674699,15.4,4,16.25,13,5,2.55,6,21,0,2,1,0,0,0
90,71,11.3,36,0.507042,0,9,5.56,4,5,2.2,2,17,4,3,6,0,0,0
8,5,0,0,0,12.5,1,0,1,1,0.2,1,1,0,1,0,0,0,0
100,54,5.6,59,1.092593,35,11,3.27,4,3,1.57,1.27,14,0,4,3,0,0,0
87,65,16.9,30,0.461538,0,10,4.7,4,4,2.08,2.2,20,1,2,4,0,0,0
58,44,6.8,20,0.454545,0,10,2.4,4,4,1.43,1.3,13,1,1,0,1,0,0
188,119,21.8,41,0.344538,14.4,12,7.33,9,7,2.56,3.42,33,6,0,0,0,0,0
363,220,21.4,99,0.45,15.7,25,6.76,15,8,2.92,3.2,71,12,1,0,1,0,0
53,28,10.7,16,0.571429,32.1,2,8,4,5,1.64,2.5,5,3,0,0,0,0,0
101,78,15.4,42,0.538462,0,10,6,5,6,2.31,2.2,22,1,2,4,0,0,0
70,46,21.7,16,0.347826,7.1,3,11,7,6,2.43,5.67,12,6,1,0,0,0,0
58,36,8.3,11,0.305556,12.1,13,1.08,5,4,1.28,1.38,16,2,1,0,0,0,0
60,38,10.5,13,0.342105,10,13,1.23,5,4,1.34,1.54,17,2,1,0,0,0,0
132,97,23.7,32,0.329897,0.8,9,8.11,7,5,2.25,4,32,10,0,0,0,0,0
77,62,11.3,34,0.548387,0,7,6.57,3,4,1.98,2,14,1,2,3,0,0,0
72,58,10.3,31,0.534483,0,7,6,2,3,1.88,1.86,13,1,2,3,0,0,0
96,73,16.4,35,0.479452,0,10,5.5,4,4,2.23,2.2,21,1,2,4,0,0,0
40,10,0,2,0.2,65,3,1,1,2,0.9,1,3,0,4,2,0,0,0
77,62,11.3,34,0.548387,0,7,6.57,3,4,1.98,2,14,1,2,3,0,0,0
152,77,19.5,37,0.480519,32.9,6,4.42,7,5,2.29,2.42,24,2,1,0,0,0,0
103,71,14.1,38,0.535211,5.8,15,2.93,4,4,1.68,1.67,24,2,1,0,0,0,0
65,32,12.5,9,0.28125,43.1,1,18,6,3,1.28,6,5,0,1,0,0,0,0
61,33,9.1,12,0.363636,32.8,2,8.5,3,3,1.45,2.5,5,4,1,0,0,0,0
90,60,15,30,0.5,0,11,3.36,5,4,1.82,2,20,6,1,0,0,0,0
91,65,20,19,0.292308,6.6,11,3.64,10,7,1.98,2.36,23,7,0,0,0,0,0
188,103,21.4,62,0.601942,27.1,14,5.5,8,5,2.26,2.86,34,0,2,9,4,1,0
429,197,19.8,95,0.482234,40.6,26,5.96,10,6,2.19,2.96,61,7,1,0,13,1,0
36,25,20,6,0.24,2.8,4,4.25,5,3,1.72,2.5,9,0,0,0,1,0,0
50,32,0,1,0.03125,10,10,1.2,1,2,1.16,1,10,3,0,0,0,0,0
113,80,17.5,32,0.4,0,11,4.91,11,4,2.17,2.45,23,7,1,0,0,0,0
120,50,22,20,0.4,42.5,7,5,8,5,2.48,3.43,18,2,0,0,0,0,0
33,26,7.7,7,0.269231,0,4,3.5,2,3,1.35,1.5,6,1,2,3,0,0,0
24,18,5.6,4,0.222222,0,4,1.75,2,3,1.17,1.25,5,1,1,1,0,0,0
86,59,11.9,32,0.542373,12.8,9,4.33,4,4,1.95,2.11,16,2,3,4,0,0,0
155,72,15.3,38,0.527778,65.2,10,5.1,5,5,2.18,2.2,20,2,3,4,5,1,0
184,115,18.3,94,0.817391,10.9,16,5.31,8,7,2.23,2.38,36,3,1,2,0,0,0
45,15,0,2,0.133333,57.8,3,1,1,2,0.6,1,3,0,4,2,0,0,0
61,34,2.9,10,0.294118,24.6,11,1.09,3,3,1.12,1.18,12,2,1,0,0,0,0
65,42,23.8,14,0.333333,7.7,3,10,7,6,2.5,5.33,12,5,1,0,0,0,0
234,130,30,72,0.553846,20.1,8,13.63,11,8,2.97,6.5,44,5,2,1,0,0,0
116,7,0,0,0,12.1,1,1,1,2,0.57,1,1,1,1,0,0,0,0
125,7,0,0,0,8.8,1,1,1,2,0.57,1,1,1,1,0,0,0,0
116,7,0,0,0,12.1,1,1,1,2,0.57,1,1,1,1,0,0,0,0
116,7,0,0,0,14.7,1,1,1,2,0.57,1,1,1,1,0,0,0,0
60,44,13.6,16,0.363636,5,6,5,3,4,1.75,2,12,1,2,4,0,0,0
25,13,0,2,0.153846,36,1,1,1,2,0.23,1,1,0,2,0,0,0,0
34,10,0,2,0.2,58.8,3,1,1,2,0.9,1,3,0,4,2,0,0,0
67,42,9.5,16,0.380952,10.4,13,1.46,5,4,1.45,1.54,17,2,1,0,0,0,0
49,33,18.2,13,0.393939,14.3,5,4.2,6,5,2.03,3,11,1,0,0,0,0,0
49,38,13.2,12,0.315789,2,5,4.4,3,3,1.47,2,10,2,2,3,0,0,0
27,21,4.8,4,0.190476,0,4,2.25,2,3,1.14,1.25,5,1,2,3,0,0,0
71,50,28,19,0.38,1.4,3,13,10,7,3.3,5.67,15,1,1,2,0,0,0
35,26,15.4,7,0.269231,0,5,3.2,4,3,1.54,2.2,8,0,1,2,0,0,0
66,41,9.8,16,0.390244,10.6,13,1.46,5,4,1.49,1.54,17,2,1,0,0,0,0
89,56,14.3,25,0.446429,13.5,13,2.54,9,4,1.75,1.85,21,2,1,0,0,0,0
77,52,23.1,15,0.288462,6.5,6,6.33,8,7,2.63,3.67,18,4,0,0,2,0,0
110,83,24.1,36,0.433735,0,17,3.12,4,5,1.8,2.24,36,3,1,0,0,0,0
80,69,23.2,39,0.565217,7.5,1,40,19,5,2.38,19,18,10,1,0,0,0,0
67,35,8.6,11,0.314286,29.9,3,6,3,3,1.46,2.33,6,4,1,0,0,0,0
91,40,0,15,0.375,38.5,14,1.07,1,2,1.15,1,14,2,1,0,0,0,0
59,34,0,1,0.029412,23.7,9,1,1,2,0.91,1,9,3,0,0,1,1,0
28,6,0,0,0,75,2,0,0,1,0.33,0,0,0,1,0,0,0,0
57,15,0,0,0,71.9,9,0,0,1,0.6,0,0,0,0,0,0,0,0
26,21,4.8,17,0.809524,7.7,1,14,2,3,1.48,2,2,0,0,0,0,0,0
29,16,0,5,0.3125,20.7,7,0.71,1,2,1.06,1,7,0,1,0,0,0,0
76,42,19,18,0.428571,14.5,3,7,19,5,1.79,7.67,10,2,0,0,0,0,0
33,20,0,5,0.25,15.2,8,1,1,2,1.25,1,8,1,0,0,1,0,0
103,58,22.4,37,0.637931,23.3,3,16,8,6,2.97,6,16,2,1,0,0,1,0
118,74,29.7,37,0.5,9.3,3,21.67,13,8,3.61,8.33,23,1,0,0,0,0,0
27,13,0,11,0.846154,7.4,0,0,0,1,0.85,0,0,11,0,0,0,0,0
64,37,8.1,23,0.621622,32.8,4,6.5,4,3,1.84,1.75,6,0,0,0,0,0,0
20,12,0,3,0.25,0,3,1.33,1,2,1,1,3,1,1,0,0,0,0
38,29,17.2,7,0.241379,15.8,5,3.6,4,3,1.52,2.2,10,2,1,0,0,0,0
99,76,18.4,59,0.776316,2,3,22.67,7,5,2.84,5.67,16,1,0,0,0,0,0
69,47,14.9,21,0.446809,18.8,7,4.43,3,3,1.83,2,14,3,0,0,0,0,0
25,15,13.3,1,0.066667,24,3,2.67,2,3,1.6,1.67,5,3,0,0,0,0,0
141,120,30,51,0.425,12.1,16,5.56,11,5,2.61,2.56,37,5,2,0,0,0,0
43,30,0,15,0.5,20.9,2,4,1,2,1.17,1,2,17,1,1,0,0,0
49,31,22.6,15,0.483871,28.6,2,11.5,8,7,3.19,4.5,9,2,0,0,0,0,0
9,5,0,0,0,33.3,2,0,0,1,0.4,0,0,0,0,0,0,0,0
20,16,12.5,8,0.5,15,5,1.6,3,2,1.31,1.4,7,0,0,0,0,0,0
124,66,3,56,0.848485,4,3,19,3,3,1.85,1.67,5,3,1,0,0,0,0
7,3,0,0,0,42.9,1,0,0,1,0.33,0,0,0,0,0,0,0,0
161,108,15.7,53,0.490741,17.4,13,5.54,6,5,2.05,2.38,28,10,1,0,1,1,0
77,54,14.8,24,0.444444,20.8,5,6.8,9,4,1.85,2.6,12,4,0,0,0,0,0
36,32,0,11,0.34375,25,12,1.08,1,2,1.28,1,12,3,0,0,0,0,0
55,48,22.9,18,0.375,10.9,7,4.71,11,4,1.92,2.57,16,4,0,0,0,0,0
54,36,19.4,13,0.361111,24.1,5,4.4,6,4,1.78,2.8,11,5,0,0,1,1,0
