Lines,Statements,% Branches,Calls,Calls/Statements,% Comments,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,WMC,NOF,DIT,NMO,NOC,Abstract,isImportant
52,23,17.4,12,0.52173913,42.3,3,5.67,5,3,1.87,2.33,6,0,4,1,0,0,0
146,66,24.2,34,0.515151515,34.9,7,7,10,6,2.58,3.86,21,4,4,2,0,0,0
69,24,20.8,9,0.375,50.7,2,7,6,4,1.71,3.5,7,2,4,0,0,0,0
18,3,0,0,0,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0
162,75,25.3,39,0.52,35.2,10,5.1,10,5,2.19,3.3,26,4,3,2,0,0,0
133,55,21.8,28,0.509090909,44.4,8,4.5,7,5,2.09,2.5,17,6,4,3,0,0,0
25,5,0,0,0,72,1,0,0,1,0.2,0,0,0,0,0,0,0,0
79,32,18.8,11,0.34375,46.8,4,5.75,6,4,1.97,2.5,9,1,4,2,0,0,0
108,44,15.9,16,0.363636364,46.3,6,4.17,5,3,1.55,2.33,12,4,3,2,2,1,0
25,5,0,0,0,76,2,0,0,1,0.4,0,0,0,0,0,0,0,0
44,10,0,0,0,75,7,0,0,1,0.7,0,0,0,0,0,0,0,0
159,72,16.7,31,0.430555556,43.4,6,8.67,9,6,2.44,3.33,17,4,0,0,0,0,0
37,13,30.8,1,0.076923077,51.4,2,4,5,4,1.92,3,5,0,0,0,0,0,0
53,20,10,9,0.45,50.9,3,4.67,3,4,2.1,1.67,5,0,0,0,0,0,0
520,185,21.1,110,0.594594595,54.8,5.25,6.62,22,5,2.22,3,57,11,4,3,0,0,0
163,74,10.8,37,0.5,41.7,12,3.92,5,4,1.85,1.92,20,4,0,0,0,0,0
53,21,14.3,11,0.523809524,45.3,3,4.67,3,4,1.81,2,6,0,4,2,1,0,0
39,13,15.4,8,0.615384615,48.7,3,2.67,2,3,1.77,1.67,5,0,5,2,0,0,0
53,21,14.3,11,0.523809524,45.3,3,4.67,3,4,1.81,2,6,0,4,2,0,0,0
147,62,22.6,24,0.387096774,43.5,4,5.13,7,3,1.79,2.88,18,4,3,2,0,0,0
142,29,0,0,0,78.9,24,0,0,1,0.83,0,0,0,0,0,0,0,0
28,5,0,0,0,78.6,3,0,0,1,0.6,0,0,0,0,0,0,0,0
595,258,33.7,68,0.263565891,37.1,16,14.69,47,7,2.93,7.44,101,1,0,0,0,0,0
173,68,19.1,43,0.632352941,43.9,13,3.69,5,4,1.99,2.23,26,2,4,8,0,0,0
239,95,28.4,41,0.431578947,46.4,3.33,7.1,19,6,2.43,4.7,32,7,4,2,0,0,0
101,40,17.5,19,0.475,46.5,3.5,3.29,5,5,2.1,2,11,2,4,3,0,0,0
55,26,15.4,12,0.461538462,38.2,4,3.75,4,3,1.65,2,7,2,2,0,0,0,0
970,398,21.4,247,0.620603015,41.8,8.25,9.76,60,7,2.86,5.63,74,7,2,1,0,0,0
267,125,18.4,64,0.512,37.5,19,4.63,5,3,1.95,2.32,38,10,4,4,0,0,0
211,94,22.3,63,0.670212766,39.3,8,8.63,9,5,2.26,4.25,26,4,1,3,0,0,0
544,200,24,110,0.55,41,28,5.68,15,6,2.32,2.82,70,6,2,9,0,0,1
403,101,13.9,36,0.356435644,57.3,11,2.82,8,4,2.2,1.86,19,2,0,0,0,0,0
88,37,21.6,15,0.405405405,39.8,3,4,8,4,1.97,2.83,11,0,0,0,0,0,0
229,71,5.6,42,0.591549296,55.5,10,3.8,4,3,1.48,1.7,15,10,0,0,0,0,0
242,81,17.3,34,0.419753086,53.3,14,3.5,8,6,2.01,2,27,8,0,0,3,1,0
109,60,23.3,41,0.683333333,27.5,3,15.67,16,7,2.98,6.33,17,0,1,1,0,0,0
159,62,14.5,38,0.612903226,47.8,11,3.36,10,5,2.02,2,17,2,1,0,0,0,0
105,56,21.4,41,0.732142857,29.5,3,14,14,6,2.63,5.67,15,0,1,1,0,0,0
100,16,0,0,0,83,10,0,0,1,0.63,0,0,0,0,0,0,0,0
255,152,33.6,84,0.552631579,27.5,6,22,15,6,3.17,8.33,41,2,0,0,0,0,0
108,35,5.7,13,0.371428571,53.7,9,2,3,4,1.54,1.33,13,4,0,0,0,0,0
28,13,15.4,4,0.307692308,35.7,3,2,4,3,1.38,2,4,1,2,0,2,0,0
35,5,0,0,0,82.9,3,0,0,1,0.6,0,0,0,0,0,0,0,0
1254,463,26.3,308,0.665226782,43.7,35,10.69,38,7,2.93,5.4,137,11,0,0,0,0,0
29,6,0,3,0.5,65.5,3,0,1,1,0.67,1,3,0,0,0,0,0,0
92,32,15.6,13,0.40625,51.1,4,5,4,3,1.84,2.75,7,6,0,0,2,0,0
27,6,0,1,0.166666667,63,3,0.33,1,2,0.83,1,3,0,0,0,0,0,0
291,145,20.7,70,0.482758621,41.2,9,10.89,6,4,2.71,2.67,31,14,0,0,0,0,0
212,73,17.8,30,0.410958904,50,11,4.09,3,4,1.77,2.18,23,4,0,0,0,0,0
29,8,0,1,0.125,62.1,2,0.5,1,2,0.5,1,2,0,1,0,0,0,0
28,8,0,1,0.125,60.7,2,0.5,1,2,0.5,1,2,0,1,0,0,0,0
88,40,7.5,14,0.35,37.5,10,1.9,3,3,1.42,1.3,13,5,1,0,0,0,0
59,31,3.2,14,0.451612903,28.8,9,1.89,2,3,1.45,1.11,10,1,1,0,0,0,0
86,47,29.8,6,0.127659574,26.7,3,12,15,5,2.51,6,13,3,1,0,0,0,0
87,26,11.5,11,0.423076923,58.6,6,2.5,3,4,1.62,1.5,9,0,0,0,0,0,0
30,8,0,1,0.125,60,3,0.67,1,2,1,1,3,1,0,0,0,0,0
20,7,0,1,0.142857143,50,2,0.5,1,2,0.57,1,2,0,1,0,0,0,0
29,9,0,2,0.222222222,58.6,2,1,1,2,0.78,1,2,1,1,1,0,0,0
27,6,0,2,0.333333333,66.7,1,2,1,2,0.83,1,1,0,1,1,0,0,0
105,50,14,18,0.36,33.3,9,3.33,4,4,1.68,1.78,16,3,0,0,1,0,0
58,35,25.7,20,0.571428571,12.1,3,8.67,9,6,2.66,4,9,0,1,0,0,0,0
93,48,14.6,18,0.375,26.9,9,3.56,4,4,1.81,1.78,16,1,0,0,1,0,0
50,33,24.2,18,0.545454545,12,3,8.33,8,6,2.61,3.67,8,0,1,0,0,0,0
106,52,15.4,18,0.346153846,31.1,9,3.89,4,4,1.83,1.89,17,1,0,0,1,0,0
64,46,28.3,28,0.608695652,9.4,3,12.67,13,6,2.76,5.33,11,0,1,0,0,0,0
27,6,0,0,0,70.4,1,0,0,1,0.5,0,0,2,0,0,0,0,0
75,34,23.5,13,0.382352941,38.7,4,6.5,7,3,1.97,3,10,0,1,0,0,0,0
63,14,0,0,0,76.2,6,0,0,1,0.71,0,0,4,0,0,0,0,0
78,39,20.5,16,0.41025641,30.8,5,6,7,3,2.03,2.6,12,0,0,0,1,0,0
14,6,0,0,0,35.7,2,1,1,2,1,1,2,0,0,0,0,0,0
76,38,23.7,18,0.473684211,31.6,5,4.8,8,6,2.29,3.2,11,3,0,0,0,0,0
103,42,26.2,33,0.785714286,30.1,1,32,15,7,3.19,15,11,0,0,0,0,0,0
157,68,20.6,38,0.558823529,40.1,7,6.57,9,5,2.21,3.14,19,3,0,0,0,0,0
89,35,8.6,20,0.571428571,46.1,4,5.25,3,3,1.51,1.75,7,3,0,0,0,0,0
72,34,5.9,24,0.705882353,43.1,4,6,2,3,1.71,1.5,6,1,0,0,0,0,0
33,17,0,5,0.294117647,27.3,6,1,1,2,1.12,1,6,1,0,0,0,0,0
36,24,0,10,0.416666667,13.9,6,2,1,2,1.33,1,6,2,1,0,0,0,0
18,3,0,0,0,77.8,1,0,0,1,0.33,0,0,0,0,0,0,0,0
26,6,0,0,0,69.2,2,0,0,1,0.33,0,0,0,0,0,0,0,0
29,6,0,2,0.333333333,69,1,2,1,2,0.83,1,1,0,1,1,0,0,0
60,36,13.9,16,0.444444444,18.3,7,3.14,5,4,1.69,1.86,12,3,0,0,0,0,0
79,32,18.8,11,0.34375,43,2,4.75,5,4,2,2.5,8,2,0,0,2,1,0
410,196,20.4,108,0.551020408,37.8,7.5,9.47,11,5,2.21,3.4,46,18,0,0,0,0,0
77,13,0,0,0,7.8,0,0,0,1,0.85,0,0,11,0,0,0,0,0
716,519,23.1,110,0.21194605,6.1,32,13.88,31,9,3.3,5.06,130,45,1,0,0,0,0
1417,968,23.8,122,0.126033058,11.6,16.5,26.88,71,8,3.38,8.36,246,41,1,0,0,0,0
102,19,5.3,1,0.052631579,5.9,6,1.5,2,3,1.42,1.17,7,2,0,0,0,0,0
23,5,0,1,0.2,69.6,1,1,1,2,0.6,1,1,0,1,0,0,0,0
411,181,13.3,84,0.464088398,41.8,31,3.84,11,5,1.9,1.84,55,21,0,0,0,0,0
38,23,21.7,11,0.47826087,13.2,5,3.2,6,3,1.96,2.4,9,1,1,0,0,0,0
68,29,13.8,21,0.724137931,41.2,5,3.2,5,3,1.59,2,9,2,0,0,0,0,0
319,148,24.3,41,0.277027027,28.8,21,5.29,7,5,2.08,2.76,56,11,0,0,0,0,0
109,26,0,0,0,72.5,0,0,0,1,0.92,0,0,24,0,0,0,0,0
537,216,8.8,101,0.467592593,48.8,35,4.49,15,6,1.89,1.8,55,19,0,0,0,0,0
305,140,21.4,45,0.321428571,34.8,16,6.81,22,4,2.36,3.38,44,9,1,0,0,0,0
247,105,14.3,40,0.380952381,40.1,15,4.87,7,4,2.25,2,28,12,1,0,0,0,0
148,59,23.7,8,0.13559322,41.2,7,7.14,7,4,2.17,3.43,20,0,0,0,0,0,0
278,86,5.8,67,0.779069767,58.6,19,2.95,4,3,1.67,1.32,23,7,0,0,0,0,0
139,73,17.8,49,0.671232877,30.2,5,12,6,4,2.3,3.6,18,1,0,0,0,0,0
55,9,0,0,0,81.8,0,0,0,1,0.78,0,0,7,0,0,0,0,0
68,29,6.9,7,0.24137931,39.7,9,1.67,2,3,1.52,1.22,11,3,0,0,0,0,0
401,159,15.1,87,0.547169811,45.4,29,3.9,6,5,2.05,1.9,55,11,1,0,0,0,0
57,9,0,0,0,80.7,6,0,0,1,0.67,0,0,0,0,0,0,0,0
449,195,13.3,130,0.666666667,45.9,9,8.33,7,7,2.5,2.22,27,9,0,0,0,0,0
78,27,3.7,3,0.111111111,53.8,7,2.43,3,3,1.59,1.29,8,1,0,0,0,0,0
719,285,14.4,259,0.90877193,50.3,24,9.17,9,6,2.06,2.96,58,26,1,0,0,0,0
74,23,4.3,3,0.130434783,56.8,7,1.86,3,3,1.52,1.29,8,1,0,0,0,0,0
