@relation jhotdraw-6.0b.1

@attribute Lines numeric
@attribute Statements numeric
@attribute '\% Branches' numeric
@attribute Calls numeric
@attribute Calls/Statements numeric
@attribute '\% Comments' numeric
@attribute Methods/Class numeric
@attribute 'Avg Stmts/Method' numeric
@attribute 'Max Complexity' numeric
@attribute 'Max Depth' numeric
@attribute 'Avg Depth' numeric
@attribute 'Avg Complexity' numeric
@attribute WMC numeric
@attribute NOF numeric
@attribute DIT numeric
@attribute NMO numeric
@attribute NOC numeric
@attribute Abstract numeric
@attribute isImportant numeric

@data
101,18,0,5,0.277778,72.3,7,0.86,1,2,1.11,1,7,1,1,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
449,75,8,20,0.266667,72.8,37,0.86,2,3,1.53,1.16,43,1,1,0,0,0,0
143,24,0,9,0.375,73.4,11,0.55,1,2,1,1,11,1,2,2,0,0,0
201,28,0,5,0.178571,76.1,17,0.35,1,2,1.07,1,17,1,1,0,0,0,0
84,19,0,8,0.421053,67.9,5,1.4,1,2,1.05,1,5,1,2,2,0,0,0
47,38,0,60,1.578947,12.8,2,16,1,2,1.74,1,2,0,0,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
152,30,3.3,12,0.4,70.4,11,1.18,2,3,1.33,1.09,12,1,1,0,0,0,0
111,19,0,6,0.315789,73,8,0.75,1,2,1.11,1,8,1,2,2,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
113,21,0,9,0.428571,71.7,8,0.75,1,2,1,1,8,1,2,2,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
125,22,0,6,0.272727,72.8,9,0.78,1,2,1.09,1,9,1,2,2,0,0,0
171,25,0,5,0.2,75.4,14,0.43,1,2,1.08,1,14,1,1,0,0,0,0
161,24,0,5,0.208333,75.2,13,0.46,1,2,1.08,1,13,1,1,0,0,0,0
68,38,0,31,0.815789,38.2,2,16.5,1,2,1.79,1,2,0,0,0,0,0,0
124,23,0,9,0.391304,71.8,9,0.67,1,2,0.96,1,9,1,2,2,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
141,22,0,5,0.227273,74.5,11,0.55,1,2,1.09,1,11,1,1,0,0,0,0
161,24,0,5,0.208333,75.2,13,0.46,1,2,1.08,1,13,1,1,0,0,0,0
92,18,0,6,0.333333,70.7,6,1,1,2,1.11,1,6,2,2,2,0,0,0
351,43,0,5,0.116279,77.8,32,0.19,1,2,1.05,1,32,1,1,0,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
83,18,0,8,0.444444,68.7,5,1.2,1,2,1,1,5,1,1,0,0,0,0
221,30,0,5,0.166667,76.5,19,0.32,1,2,1.07,1,19,1,1,0,0,0,0
119,23,4.3,7,0.304348,70.6,8,1.25,2,3,1.35,1.13,9,1,1,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
338,49,4.1,11,0.22449,75.4,29,0.48,2,3,1.27,1.07,31,1,1,0,0,0,0
115,23,0,9,0.391304,70.4,8,1.13,1,2,1.17,1,8,1,2,2,0,0,0
151,23,0,5,0.217391,74.8,12,0.5,1,2,1.09,1,12,1,1,0,0,0,0
191,27,0,5,0.185185,75.9,16,0.38,1,2,1.07,1,16,1,1,0,0,0,0
131,21,0,6,0.285714,74,10,0.6,1,2,1.1,1,10,1,2,2,0,0,0
101,18,0,5,0.277778,72.3,7,0.86,1,2,1.11,1,7,1,1,0,0,0,0
418,57,3.5,10,0.175439,76.3,37,0.38,2,3,1.23,1.05,39,1,1,0,0,0,0
143,24,0,9,0.375,73.4,11,0.55,1,2,1,1,11,1,2,2,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
21,12,0,8,0.666667,28.6,2,3,1,2,1.17,1,2,0,0,0,0,0,0
103,20,0,7,0.35,70.9,7,0.86,1,2,1,1,7,1,1,0,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
113,21,0,8,0.380952,71.7,8,0.75,1,2,1,1,8,1,1,0,0,0,0
42,12,0,5,0.416667,61.9,2,3.5,1,2,1.33,1,2,0,0,0,0,0,0
27,17,0,4,0.235294,14.8,5,1.2,1,2,1.06,1,5,1,1,0,71,0,0
27,18,0,20,1.111111,22.2,2,6,1,2,1.44,1,2,0,0,0,0,0,0
151,23,0,5,0.217391,74.8,12,0.5,1,2,1.09,1,12,1,1,0,0,0,0
118,26,0,12,0.461538,68.6,8,1,1,2,0.96,1,8,1,2,2,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,2,2,0,0,0
48,18,0,11,0.611111,54.2,2,6.5,1,2,1.56,1,2,0,0,0,0,0,0
191,27,0,5,0.185185,75.9,16,0.38,1,2,1.07,1,16,1,1,0,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
95,21,0,7,0.333333,68.4,6,1.17,1,2,1,1,6,1,2,2,0,0,0
111,19,0,6,0.315789,73,8,0.75,1,2,1.11,1,8,1,2,2,0,0,0
20,11,0,6,0.545455,30,2,2.5,1,2,1.09,1,2,0,0,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
41,11,0,4,0.363636,63.4,2,3,1,2,1.27,1,2,0,0,0,0,0,0
20,11,0,6,0.545455,30,2,2.5,1,2,1.09,1,2,0,0,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
41,11,0,4,0.363636,63.4,2,3,1,2,1.27,1,2,0,0,0,0,0,0
151,23,0,5,0.217391,74.8,12,0.5,1,2,1.09,1,12,1,1,0,0,0,0
20,11,0,6,0.545455,30,2,2.5,1,2,1.09,1,2,0,0,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
41,11,0,4,0.363636,63.4,2,3,1,2,1.27,1,2,0,0,0,0,0,0
23,14,0,12,0.857143,26.1,2,4,1,2,1.29,1,2,0,0,0,0,0,0
81,16,0,5,0.3125,70.4,5,1.2,1,2,1.13,1,5,1,1,0,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
81,16,0,6,0.375,70.4,5,1.2,1,2,1.13,1,5,1,2,2,0,0,0
311,39,0,5,0.128205,77.5,28,0.21,1,2,1.05,1,28,1,1,0,0,0,0
44,14,0,7,0.5,59.1,2,4.5,1,2,1.43,1,2,0,0,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
66,57,0,98,1.719298,9.1,2,25.5,1,2,1.82,1,2,0,0,0,0,0,0
181,26,0,5,0.192308,75.7,15,0.4,1,2,1.08,1,15,1,1,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
104,21,0,7,0.333333,70.2,7,1,1,2,1.05,1,7,1,2,2,0,0,0
92,18,0,6,0.333333,70.7,6,1,1,2,1.06,1,6,1,1,0,0,0,0
92,18,0,6,0.333333,70.7,6,1,1,2,1.06,1,6,1,1,0,0,0,0
101,18,0,5,0.277778,72.3,7,0.86,1,2,1.11,1,7,1,1,0,0,0,0
125,24,0,10,0.416667,71.2,9,0.67,1,2,0.92,1,9,1,2,2,0,0,0
135,23,0,7,0.304348,73.3,10,0.7,1,2,1.09,1,10,1,2,2,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
123,22,0,9,0.409091,72.4,9,0.67,1,2,1,1,9,1,2,2,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
122,21,0,10,0.47619,73,9,0.78,1,2,1.14,1,9,1,2,2,0,0,0
123,22,0,9,0.409091,72.4,9,0.67,1,2,1,1,9,1,2,2,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
125,33,0,23,0.69697,64.8,8,1.75,1,2,1.12,1,8,1,2,2,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
157,29,0,11,0.37931,72,12,0.75,1,2,1.07,1,12,1,2,2,0,0,0
129,28,0,13,0.464286,69,9,1,1,2,1,1,9,1,1,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
138,37,0,25,0.675676,64.5,9,1.78,1,2,1.14,1,9,1,1,0,0,0,0
142,31,0,14,0.451613,69,10,1,1,2,1,1,10,1,2,2,0,0,0
127,26,0,11,0.423077,70.1,9,0.78,1,2,0.92,1,9,1,2,2,0,0,0
122,21,0,10,0.47619,73,9,0.78,1,2,1.14,1,9,1,2,2,0,0,0
141,22,0,5,0.227273,74.5,11,0.55,1,2,1.09,1,11,1,1,0,0,0,0
104,21,0,9,0.428571,70.2,7,0.86,1,2,0.95,1,7,1,2,2,0,0,0
581,73,2.7,10,0.136986,77.5,53,0.26,2,3,1.18,1.04,55,1,2,2,0,0,0
94,20,0,9,0.45,69.1,6,1,1,2,0.95,1,6,1,1,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
211,29,0,5,0.172414,76.3,18,0.33,1,2,1.07,1,18,1,1,0,0,0,0
119,27,0,13,0.481481,68.1,8,1.13,1,2,1,1,8,1,1,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
111,19,0,6,0.315789,73,8,0.75,1,2,1.11,1,8,1,2,2,0,0,0
121,20,0,6,0.3,73.6,9,0.67,1,2,1.1,1,9,1,2,2,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
91,17,0,5,0.294118,71.4,6,1,1,2,1.12,1,6,1,1,0,0,0,0
113,21,0,8,0.380952,71.7,8,0.75,1,2,1,1,8,1,1,0,0,0,0
229,34,2.9,7,0.205882,75.1,19,0.53,2,3,1.24,1.05,20,1,1,0,0,0,0
652,84,2.4,17,0.202381,77.1,60,0.27,2,3,1.15,1.03,62,1,2,2,0,0,0
122,30,0,15,0.5,66.4,8,1.25,1,2,0.97,1,8,1,1,0,0,0,0
87,57,0,50,0.877193,29.9,2,26,1,2,1.86,1,2,0,0,0,0,0,0
92,18,0,7,0.388889,70.7,6,1,1,2,1.06,1,6,1,2,2,0,0,0
225,34,0,8,0.235294,75.1,19,0.37,1,2,1,1,19,1,2,2,0,0,0
47,38,0,60,1.578947,12.8,2,16,1,2,1.74,1,2,0,0,0,0,0,0
428,61,3.3,13,0.213115,75.5,38,0.42,2,3,1.25,1.05,40,1,1,0,0,0,0
109,22,4.5,8,0.363636,69.7,7,1.43,2,3,1.36,1.14,8,1,1,0,0,0,0
23,14,0,12,0.857143,26.1,2,4,1,2,1.29,1,2,0,0,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
119,27,0,17,0.62963,68.1,8,1.25,1,2,1.07,1,8,1,1,0,0,0,0
44,14,0,7,0.5,59.1,2,4.5,1,2,1.43,1,2,0,0,0,0,0,0
261,34,0,5,0.147059,77,23,0.26,1,2,1.06,1,23,1,1,0,0,0,0
201,28,0,5,0.178571,76.1,17,0.35,1,2,1.07,1,17,1,1,0,0,0,0
201,28,0,5,0.178571,76.1,17,0.35,1,2,1.07,1,17,1,1,0,0,0,0
19,10,0,4,0.4,31.6,2,2,1,2,1,1,2,0,0,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
40,10,0,3,0.3,65,2,2.5,1,2,1.2,1,2,0,0,0,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
92,18,0,7,0.388889,70.7,6,1,1,2,1.06,1,6,1,2,2,0,0,0
101,18,0,5,0.277778,72.3,7,0.86,1,2,1.11,1,7,1,1,0,0,0,0
171,25,0,5,0.2,75.4,14,0.43,1,2,1.08,1,14,1,1,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
151,23,0,5,0.217391,74.8,12,0.5,1,2,1.09,1,12,1,1,0,0,0,0
302,38,0,4,0.105263,77.5,27,0.22,1,2,1.05,1,27,1,1,0,0,0,0
131,21,0,5,0.238095,74,10,0.6,1,2,1.1,1,10,1,1,0,0,0,0
151,23,0,6,0.26087,74.8,12,0.5,1,2,1.09,1,12,1,2,2,0,0,0
121,20,0,5,0.25,73.6,9,0.67,1,2,1.1,1,9,1,1,0,0,0,0
154,39,7.7,16,0.410256,63.6,10,2,4,3,1.38,1.3,13,1,2,2,0,0,0
132,22,0,6,0.272727,73.5,10,0.6,1,2,1.05,1,10,1,1,0,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
116,24,0,9,0.375,69.8,8,1.13,1,2,1.13,1,8,1,1,0,0,0,0
111,19,0,5,0.263158,73,8,0.75,1,2,1.11,1,8,1,1,0,0,0,0
175,35,8.6,11,0.314286,69.7,12,1.5,2,3,1.57,1.25,15,1,1,0,0,0,0
91,17,0,6,0.352941,71.4,6,1,1,2,1.12,1,6,1,2,2,0,0,0
156,28,0,8,0.285714,72.4,12,0.75,1,2,1.11,1,12,1,1,0,0,0,0
166,29,0,8,0.275862,72.9,13,0.69,1,2,1.1,1,13,1,1,0,0,0,0
150,27,3.7,8,0.296296,72,11,0.91,2,3,1.26,1.09,12,1,1,0,0,0,0
211,51,9.8,28,0.54902,64.9,14,2,3,4,1.69,1.36,19,1,2,2,0,0,0
216,30,0,7,0.233333,76.4,18,0.33,1,2,1.03,1,18,1,2,2,0,0,0
188,29,0,9,0.310345,75,15,0.4,1,2,0.97,1,15,1,2,2,0,0,0
330,49,4.1,13,0.265306,75.2,28,0.5,2,3,1.24,1.07,30,1,2,2,0,0,0
101,18,0,6,0.333333,72.3,7,0.86,1,2,1.11,1,7,1,2,2,0,0,0
181,26,0,5,0.192308,75.7,15,0.4,1,2,1.08,1,15,1,1,0,0,0,0
235,57,8.8,34,0.596491,65.1,16,1.88,3,4,1.61,1.31,21,1,2,2,0,0,0
68,38,0,31,0.815789,38.2,2,16.5,1,2,1.79,1,2,0,0,0,0,0,0
141,22,0,5,0.227273,74.5,11,0.55,1,2,1.09,1,11,1,1,0,0,0,0
12,3,0,0,0,66.7,1,0,0,1,0.33,0,0,0,0,0,0,0,0
418,218,2.3,269,1.233945,5,36,4.78,3,3,1.82,1.14,96,4,0,0,0,0,0
32,11,0,1,0.090909,50,4,0.75,1,2,1.09,1,4,2,0,0,0,0,0
33,19,0,7,0.368421,15.2,8,0.88,1,2,1.16,1,8,0,1,7,0,0,0
23,12,0,2,0.166667,26.1,4,0.75,1,2,0.92,1,4,1,0,0,0,0,0
87,56,0,26,0.464286,4.6,26,1,1,2,1.41,1,26,1,0,0,0,0,0
51,32,0,14,0.4375,7.8,14,1,1,2,1.34,1,14,1,0,0,0,0,0
58,37,2.7,15,0.405405,6.9,15,1.2,2,3,1.43,1.07,16,1,0,0,0,0,0
33,19,0,7,0.368421,15.2,8,0.88,1,2,1.16,1,8,0,1,7,0,0,0
57,39,15.4,16,0.410256,8.8,4,5.25,4,3,1.67,2.5,9,3,0,0,2,1,0
8,6,0,0,0,0,1,2,1,2,1.17,1,1,2,0,0,0,0,0
63,26,23.1,27,1.038462,12.7,6,2.67,3,4,1.81,2.33,12,1,0,0,0,0,0
39,11,0,0,0,69.2,8,0,0,1,0.73,0,0,0,0,0,0,0,0
35,14,7.1,6,0.428571,45.7,2,3,2,3,1.14,1.5,3,1,1,0,0,0,0
39,19,10.5,12,0.631579,35.9,3,3,4,4,1.37,2,5,1,1,0,0,0,0
11,6,0,0,0,36.4,3,0,0,1,0.5,0,0,0,0,0,0,0,0
105,51,13.7,29,0.568627,30.5,13,2.23,4,5,1.8,1.54,20,1,1,0,1,0,0
34,21,4.8,4,0.190476,14.7,5,1.8,2,3,1.29,1.2,6,3,1,0,0,0,0
86,39,5.1,20,0.512821,40.7,9,2.56,2,3,1.59,1.22,11,2,0,0,0,0,0
331,135,16.3,51,0.377778,43.5,23,4.48,16,5,1.99,2.48,41,4,0,0,0,0,0
152,115,20,59,0.513043,6.6,8,11.63,17,7,3.16,3.5,27,9,1,1,0,0,0
19,13,7.7,6,0.461538,5.3,2,3,3,3,1.54,2,3,5,0,0,0,0,0
145,74,14.9,34,0.459459,33.8,10,4.8,5,4,1.74,2.2,21,6,0,0,0,0,0
270,152,9.2,115,0.756579,21.1,4.6,4.96,6,4,2.08,1.78,26,1,1,6,0,0,0
117,55,16.4,22,0.4,36.8,12,2.75,4,4,1.93,1.75,20,6,1,0,1,1,0
26,22,0,0,0,26.9,6,1.5,1,2,1.27,1,6,4,0,0,0,0,0
87,57,17.5,18,0.315789,12.6,8,5.38,7,6,2.68,2.25,16,3,0,0,0,0,0
19,4,0,0,0,73.7,2,0,0,1,0.5,0,0,0,0,0,0,0,0
46,22,13.6,16,0.727273,37,3,5,5,3,1.64,3,6,0,1,2,0,0,0
30,19,5.3,4,0.210526,16.7,4,2,2,3,1.21,1.25,5,2,0,0,0,0,0
69,23,4.3,12,0.521739,55.1,5,2.8,2,3,1.61,1.2,6,0,1,3,0,0,0
210,67,10.4,26,0.38806,53.3,18,2.61,2,2,1,1.13,20,3,0,0,3,0,0
72,29,17.2,14,0.482759,40.3,6,3.17,4,4,1.76,1.83,11,1,0,0,0,0,0
23,5,0,0,0,73.9,2,0,0,1,0.4,0,0,0,0,0,0,0,0
137,76,15.8,44,0.578947,25.5,11,5.27,5,3,1.89,2.18,23,2,0,0,0,0,0
142,98,19.4,54,0.55102,23.9,16,4.63,7,5,2.36,1.81,27,3,0,0,0,0,0
55,10,0,0,0,80,5,0,0,1,0.5,0,0,0,0,0,0,0,0
164,64,23.4,39,0.609375,45.7,9,5.11,14,5,2.3,2.89,23,2,0,0,0,0,0
31,15,0,0,0,48.4,11,0,0,1,0.73,0,0,0,0,0,0,0,0
104,54,9.3,25,0.462963,26,16,1.63,3,3,1.43,1.31,20,4,0,0,23,0,0
97,56,3.6,45,0.803571,19.6,19,1.53,5,3,1.48,1.21,21,3,0,0,0,0,0
176,56,1.8,38,0.678571,55.7,20,1.2,3,3,1.29,1.1,21,2,0,0,0,0,0
147,77,1.3,64,0.831169,25.2,31,1.19,3,3,1.43,1.06,32,2,0,0,0,0,0
52,22,13.6,16,0.727273,44.2,3,5,5,3,1.64,3,6,0,1,2,0,0,0
178,87,23,49,0.563218,28.7,19,3.11,5,4,1.94,2.11,32,4,0,0,0,0,0
90,41,9.8,27,0.658537,32.2,15,1.47,3,3,1.56,1.27,18,1,0,0,0,0,0
12,3,0,0,0,66.7,1,0,0,1,0.33,0,0,0,0,0,0,0,0
172,75,22.7,42,0.56,36.6,7,8.57,6,4,2.25,3.43,19,3,0,0,0,0,0
16,3,0,0,0,75,1,0,0,1,0.33,0,0,0,0,0,0,0,0
