Lines,Statements,% Branches,Calls,Calls/Statements,% Comments,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,WMC,NOF,DIT,NMO,NOC,Abstract,isImportant
88,46,0,28,0.608695652,10.2,14,1.21,1,2,1.15,1,14,1,0,0,0,0,0
107,70,1.4,38,0.542857143,2.8,3.6,2.11,2,5,1.62,1.11,14,1,0,0,0,0,0
156,104,1,71,0.682692308,7.7,3.75,3.87,2,5,1.47,1.13,11,6,0,0,0,0,0
24,16,0,13,0.8125,12.5,2,4,1,2,1.13,1,2,0,0,0,0,0,0
82,60,6.7,32,0.533333333,6.1,4,6.75,4,4,1.12,2,7,3,0,0,0,0,0
68,45,0,26,0.577777778,4.4,6,3.17,1,4,1.31,1,4,7,0,0,0,0,0
58,41,0,27,0.658536585,6.9,2.5,4.2,1,4,1.19,1,4,0,0,0,0,0,0
70,48,0,29,0.604166667,4.3,3,2.67,1,2,0.96,1,6,5,0,0,0,0,0
78,56,0,50,0.892857143,3.8,6,4.17,1,2,1.09,1,6,3,0,0,0,0,0
50,34,0,25,0.735294118,8,5,3.2,1,2,1.12,1,5,0,0,0,0,0,0
120,77,0,57,0.74025974,5,6.5,2.62,1,3,1.21,1,10,5,0,0,0,0,0
81,60,0,35,0.583333333,3.7,1.5,4.5,1,4,1.21,1,3,4,0,0,0,0,0
211,133,0,143,1.07518797,2.8,11,3.68,1,3,1.47,1,19,5,0,0,0,0,0
198,133,0,153,1.15037594,1.5,3.44,2.39,1,4,1.45,1,22,1,0,0,0,0,0
68,45,0,23,0.511111111,4.4,3,2.33,1,2,0.93,1,6,5,0,0,0,0,0
115,88,0,63,0.715909091,2.6,12,4.42,1,2,1.38,1,12,1,0,0,0,0,0
39,19,0,3,0.157894737,38.5,3,1.67,1,2,0.79,1,3,2,0,0,0,0,0
80,47,2.1,38,0.808510638,3.8,11,2.09,2,3,0.85,1.14,11,0,0,0,1,0,0
48,29,0,17,0.586206897,6.3,2,2.75,1,3,1.13,1,4,1,0,0,0,0,0
32,19,0,10,0.526315789,15.6,3,2.33,1,2,0.95,1,3,1,0,0,0,0,0
48,29,0,17,0.586206897,6.3,2,2.75,1,3,1.13,1,4,1,0,0,0,0,0
25,13,0,8,0.615384615,20,2,4,1,2,1.38,1,2,0,1,2,0,0,0
34,18,0,6,0.333333333,35.3,2,2.5,1,2,0.78,1,2,2,0,0,0,0,0
27,16,0,9,0.5625,18.5,2,2.5,1,2,0.81,1,2,1,0,0,0,0,0
33,19,0,9,0.473684211,18.2,3,2,1,2,0.84,1,3,1,0,0,0,0,0
27,16,0,9,0.5625,18.5,2,2.5,1,2,0.81,1,2,1,0,0,0,0,0
26,17,0,10,0.588235294,11.5,2,3,1,2,0.82,1,2,0,0,0,0,0,0
112,73,4.1,46,0.630136986,9.8,2.5,4.1,3,5,1.58,1.5,8,2,0,0,1,0,0
146,95,2.1,61,0.642105263,6.2,3.2,3.5,3,5,1.64,1.13,12,1,0,0,0,0,0
35,23,0,19,0.826086957,8.6,3,3.67,1,2,1.09,1,3,0,0,0,0,0,0
174,85,2.4,50,0.588235294,19,2.11,2.79,3,5,1.75,1.11,12,2,0,0,0,0,0
28,16,0,9,0.5625,21.4,2,2.5,1,2,0.81,1,2,1,0,0,0,0,0
53,37,0,24,0.648648649,11.3,6,3.17,1,2,1.27,1,6,1,0,0,0,0,0
48,27,0,15,0.555555556,27.1,3,3.33,1,2,0.89,1,3,1,0,0,0,0,0
59,34,0,21,0.617647059,11.9,2.5,3.4,1,4,1.23,1,4,1,1,4,0,0,0
39,23,0,18,0.782608696,17.9,3,3.67,1,2,1.09,1,3,0,0,0,0,0,0
53,32,0,16,0.5,17,5,2,1,2,0.84,1,5,1,0,0,0,0,0
37,26,0,16,0.615384615,8.1,3,3.67,1,2,1,1,3,1,0,0,0,0,0
30,17,0,10,0.588235294,20,2,3,1,2,0.82,1,2,0,0,0,0,0,0
43,31,0,26,0.838709677,7,3,5.33,1,2,1.16,1,3,0,0,0,0,0,0
29,17,0,10,0.588235294,20.7,2,3,1,2,0.82,1,2,0,0,0,0,0,0
42,17,0,10,0.588235294,42.9,2,3,1,2,0.82,1,2,0,0,0,0,0,0
36,22,0,11,0.5,16.7,3,2.67,1,2,0.91,1,3,1,0,0,0,0,0
52,35,0,19,0.542857143,5.8,5,2.4,1,2,0.97,1,5,3,0,0,0,0,0
84,61,0,58,0.950819672,3.6,11,3.36,1,2,1.51,1,11,4,0,0,0,0,0
157,117,0,98,0.837606838,3.8,2.5,4.53,1,4,1.49,1,8,5,0,0,0,0,0
86,58,0,32,0.551724138,3.5,6.5,2.15,1,4,1.31,1,12,2,0,0,0,0,0
34,21,0,12,0.571428571,17.6,3,4,1,2,1.33,1,3,1,0,0,0,0,0
85,58,0,31,0.534482759,3.5,6.5,2.23,1,4,1.34,1,12,2,0,0,0,0,0
46,29,0,14,0.482758621,13,6,1.83,1,2,1.07,1,6,1,0,0,0,0,0
46,29,0,14,0.482758621,13,6,1.83,1,2,1.07,1,6,1,0,0,0,0,0
46,29,0,14,0.482758621,13,6,1.83,1,2,1.07,1,6,1,0,0,0,0,0
55,30,0,9,0.3,12.7,3,2.33,1,4,0.71,1,5,2,0,0,0,0,0
35,18,0,5,0.277777778,22.9,2,2,1,4,1.32,1,3,2,0,0,0,0,0
42,29,0,18,0.620689655,7.1,5,3,1,2,1.28,1,5,1,0,0,0,0,0
55,39,0,22,0.564102564,5.5,9,2.22,1,2,1.41,1,9,0,0,0,0,0,0
18,10,0,3,0.3,16.7,2,1,1,2,0.7,1,2,1,0,0,0,0,0
67,42,0,33,0.785714286,16.4,3.5,2.71,1,4,1.19,1,6,2,0,0,0,0,0
95,60,0,49,0.816666667,11.6,6.5,2.15,1,4,1.23,1,12,1,0,0,0,0,0
26,14,0,7,0.5,11.5,4,1,1,2,0.93,1,4,1,0,0,0,0,0
82,50,2,29,0.58,3.7,4.5,2.67,2,5,1.56,1.11,7,1,0,0,0,0,0
37,26,0,14,0.538461538,0,1.25,1.8,1,3,1.24,1,2,4,0,0,0,0,0
56,39,0,18,0.461538462,5.4,1,4.75,1,4,1.26,1,4,1,0,0,0,0,0
162,96,4.2,58,0.604166667,6.2,2.14,3.67,2,6,1.58,1.11,16,3,0,0,0,0,0
19,10,0,4,0.4,21.1,2,2,1,2,1,1,2,0,0,0,0,0,0
133,88,0,84,0.954545455,10.5,16,3.5,1,2,1.48,1,16,1,0,0,0,0,0
