PageRank,CategoryLabel
0.000780821,0
0.002523435,0
0.001871836,0
0.000747452,0
0.002023594,0
0.000710261,0
0.001208342,0
0.000653404,0
0.001077728,0
0.000781431,0
0.000593677,0
0.00059972,0
0.000869705,0
0.000572086,0
0.00065446,0
0.000578276,0
0.000572086,0
0.000572086,0
0.0025575,0
0.000723298,0
0.000666215,0
0.00091014,0
0.000586679,0
0.000683603,0
0.000564692,0
0.000921932,0
0.000633372,0
0.000600522,0
0.000639506,0
0.000564692,0
0.000582863,0
0.000963558,0
0.000564692,0
0.000564692,0
0.003502855,0
0.000564692,0
0.000564692,0
0.000706748,0
0.000741511,0
0.000564692,0
0.000696843,0
0.000564692,0
0.00154219,0
0.000568326,0
0.002780274,0
0.000629682,0
0.000569995,0
0.000564692,0
0.000598282,0
0.000591457,0
0.000631652,0
0.000568326,0
0.000699656,0
0.000564692,0
0.000589954,0
0.000564692,0
0.000564692,0
0.000564692,0
0.000564692,0
0.001160652,0
0.000580379,0
0.00057196,0
0.000605802,0
0.000566509,0
0.009598269,0
0.001672518,0
0.000680812,0
0.000562875,0
0.000586405,0
0.000911781,0
0.00097877,0
0.001086101,0
0.000752755,0
0.000973179,0
0.000575179,0
0.000944431,0
0.000722356,0
0.000562875,0
0.001114091,0
0.000613624,0
0.000562875,0
0.001273357,0
0.000607726,0
0.007363189,0
0.000562875,0
0.008716837,0
0.005988991,0
0.001069918,0
0.001350582,0
0.000562875,0
0.002062773,0
0.002072732,0
0.002328443,0
0.000792884,0
0.014392461,0
0.01020653,0
0.002815372,0
0.000568598,0
0.000760809,0
0.001241337,0
0.00129823,0
0.000565526,0
0.000816021,0
0.000839111,0
0.002474182,0
0.000570829,0
0.000902021,0
0.000816618,0
0.001087795,0
0.00058468,0
0.000564692,0
0.002680792,0
0.000562875,0
0.002746981,0
0.001353405,0
0.001193809,0
0.000562875,0
0.000631886,0
0.017126777,0
0.000945612,0
0.001477634,0
0.001867264,0
0.003336185,0
0.000733528,0
0.001368312,0
0.006976131,0
0.000874146,0
0.00214759,0
0.000562875,0
0.000569087,0
0.002602013,0
0.003079266,0
0.000806028,0
0.00296046,0
0.000578144,0
0.001042252,0
0.000567965,0
0.00679668,0
0.004152037,0
0.000567965,0
0.038079298,0
0.002354235,0
0.007755631,0
0.001461969,0
0.002551439,0
0.015638114,1
0.000994014,0
0.0006034,0
0.000648309,0
0.000892702,0
0.000648309,0
0.000648309,0
0.000578361,0
0.0006034,0
0.001930993,0
0.000562875,0
0.001070032,0
0.002006176,0
0.000562875,0
0.001127665,0
0.000698027,0
0.001196161,0
0.000562875,0
0.000562875,0
0.000631224,0
0.000562875,0
0.000795012,0
0.000562875,0
0.038658375,0
0.042467869,1
0.000562875,0
0.001628294,0
0.003989232,0
0.008477253,1
0.002112234,0
0.000931341,0
0.001119706,0
0.000562875,0
0.00094563,0
0.000890817,0
0.000581311,0
0.000562875,0
0.000590645,0
0.000562875,0
0.000836508,0
0.000562875,0
0.000839815,0
0.000997163,0
0.000562875,0
0.000660185,0
0.000562875,0
0.000783263,0
0.000701345,0
0.000575492,0
0.001098014,0
0.000602424,0
0.00084155,0
0.001719965,0
0.001846957,0
0.001202368,0
0.000562875,0
0.000874536,0
0.000636568,0
0.000620752,0
0.000597049,0
0.000736508,0
0.00149342,0
0.000636568,0
0.000562875,0
0.001041318,0
0.000572086,0
0.000636568,0
0.000638419,0
0.00062268,0
0.000645987,0
0.000720424,0
0.000562875,0
0.000562875,0
0.002944216,0
0.002584079,0
0.001991284,0
0.00060608,0
0.001298465,0
0.001260287,0
0.000562875,0
0.000562875,0
0.0026935,0
0.001264565,0
0.000562875,0
0.000562875,0
0.000562875,0
0.003184102,0
0.000595649,0
0.000857673,0
0.001899318,0
0.000562875,0
0.000562875,0
0.000669196,0
