topK,accuracy,precision,recall,F1
0.05,0.9519230769230769,0.0625,1.0,0.11764705882352941
0.05,0.9512195121951219,0.14285714285714285,0.5,0.22222222222222224
0.05,0.945859872611465,0.1875,0.42857142857142855,0.26086956521739124
0.05,0.9439252336448598,0.125,0.3333333333333333,0.18181818181818182
0.05,0.9485530546623794,0.125,0.5,0.2
0.05,0.9492063492063492,0.0625,0.5,0.1111111111111111
0.05,0.9375,0.0625,0.16666666666666666,0.09090909090909091
0.05,0.9492063492063492,0.125,0.5,0.2
0.05,0.9419354838709677,0.0625,0.25,0.1
0.05,0.9477124183006536,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9437086092715232,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.935374149659864,0.0,0.0,0.0
0.05,0.9391891891891891,0.06666666666666667,0.2,0.1
0.05,0.9527027027027027,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9534883720930233,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9438943894389439,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9407894736842105,0.0,0.0,0.0
0.05,0.9512195121951219,0.21428571428571427,0.5,0.3
0.05,0.9449838187702265,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9477124183006536,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9466666666666667,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9508196721311475,0.2,0.5,0.28571428571428575
0.05,0.9440993788819876,0.1875,0.375,0.25
0.05,0.9431438127090301,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9515570934256056,0.14285714285714285,0.5,0.22222222222222224
0.05,0.9487179487179487,0.1875,0.5,0.2727272727272727
0.05,0.9482758620689655,0.2,0.5,0.28571428571428575
0.05,0.9537037037037037,0.125,0.6666666666666666,0.21052631578947367
0.05,0.9421768707482994,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9413793103448276,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9401993355481728,0.06666666666666667,0.2,0.1
