topK,accuracy,precision,recall,F1
0.05,0.9519230769230769,0.0625,1.0,0.11764705882352941
0.05,0.9581881533101045,0.21428571428571427,0.75,0.3333333333333333
0.05,0.9267515923566879,0.0,0.0,0.0
0.05,0.9501557632398754,0.1875,0.5,0.2727272727272727
0.05,0.9421221864951769,0.0625,0.25,0.1
0.05,0.9428571428571428,0.0,0.0,0.0
0.05,0.95,0.1875,0.5,0.2727272727272727
0.05,0.9555555555555556,0.1875,0.75,0.3
0.05,0.9354838709677419,0.0,0.0,0.0
0.05,0.954248366013072,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9304635761589404,0.0,0.0,0.0
0.05,0.935374149659864,0.0,0.0,0.0
0.05,0.9391891891891891,0.06666666666666667,0.2,0.1
0.05,0.9459459459459459,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9601328903654485,0.2,1.0,0.33333333333333337
0.05,0.9438943894389439,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9407894736842105,0.0,0.0,0.0
0.05,0.9442508710801394,0.14285714285714285,0.3333333333333333,0.2
0.05,0.9320388349514563,0.0,0.0,0.0
0.05,0.9477124183006536,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9533333333333334,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9311475409836065,0.0,0.0,0.0
0.05,0.9254658385093167,0.0,0.0,0.0
0.05,0.9431438127090301,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9515570934256056,0.14285714285714285,0.5,0.22222222222222224
0.05,0.9358974358974359,0.0625,0.16666666666666666,0.09090909090909091
0.05,0.9275862068965517,0.0,0.0,0.0
0.05,0.941358024691358,0.0,0.0,0.0
0.05,0.935374149659864,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9482758620689655,0.13333333333333333,0.5,0.2105263157894737
0.05,0.9401993355481728,0.06666666666666667,0.2,0.1
0.05,0.9508196721311475,0.2,0.5,0.28571428571428575
0.05,0.9471947194719472,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9324324324324325,0.06666666666666667,0.14285714285714285,0.09090909090909091
0.05,0.9553264604810997,0.26666666666666666,0.6666666666666666,0.3809523809523809
0.05,0.9438943894389439,0.13333333333333333,0.3333333333333333,0.19047619047619044
0.05,0.9457627118644067,0.13333333333333333,0.4,0.2
0.05,0.9363057324840764,0.0,0.0,0.0
0.05,0.9366666666666666,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9260450160771704,0.0,0.0,0.0
0.05,0.9322033898305084,0.06666666666666667,0.14285714285714285,0.09090909090909091
0.05,0.9446254071661238,0.06666666666666667,0.25,0.10526315789473685
0.05,0.95578231292517,0.2,0.75,0.31578947368421056
0.05,0.9491525423728814,0.13333333333333333,0.5,0.2105263157894737
0.05,0.9395973154362416,0.13333333333333333,0.2857142857142857,0.18181818181818182
0.05,0.9496644295302014,0.13333333333333333,0.5,0.2105263157894737
0.05,0.9425675675675675,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9335443037974683,0.0,0.0,0.0
0.05,0.9306569343065694,0.0,0.0,0.0
0.05,0.9572368421052632,0.13333333333333333,1.0,0.23529411764705882
0.05,0.9565217391304348,0.13333333333333333,1.0,0.23529411764705882
0.05,0.9403973509933775,0.0,0.0,0.0
0.05,0.9512987012987013,0.26666666666666666,0.5,0.3478260869565218
0.05,0.954248366013072,0.2,0.6,0.3
0.05,0.9409722222222222,0.0,0.0,0.0
0.05,0.9514563106796117,0.2,0.5,0.28571428571428575
0.05,0.9383561643835616,0.06666666666666667,0.2,0.1
0.05,0.948220064724919,0.2,0.42857142857142855,0.27272727272727276
0.05,0.9322033898305084,0.06666666666666667,0.14285714285714285,0.09090909090909091
0.05,0.946843853820598,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9579288025889967,0.2,0.75,0.31578947368421056
0.05,0.9355828220858896,0.125,0.2222222222222222,0.16
0.05,0.9552715654952076,0.25,0.6666666666666666,0.36363636363636365
0.05,0.9451612903225807,0.0625,0.3333333333333333,0.10526315789473684
0.05,0.9556313993174061,0.13333333333333333,1.0,0.23529411764705882
0.05,0.9543973941368078,0.3333333333333333,0.5555555555555556,0.4166666666666667
0.05,0.9461279461279462,0.13333333333333333,0.4,0.2
0.05,0.9455782312925171,0.0,0.0,0.0
0.05,0.9536423841059603,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9364548494983278,0.0,0.0,0.0
0.05,0.9425675675675675,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9306930693069307,0.0,0.0,0.0
0.05,0.9491525423728814,0.2,0.5,0.28571428571428575
0.05,0.9515570934256056,0.07142857142857142,0.5,0.125
0.05,0.9381107491856677,0.0,0.0,0.0
0.05,0.954248366013072,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9407894736842105,0.0,0.0,0.0
0.05,0.9383561643835616,0.0,0.0,0.0
0.05,0.9493670886075949,0.0625,0.5,0.1111111111111111
0.05,0.9448051948051948,0.0,0.0,0.0
0.05,0.9459459459459459,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9391891891891891,0.0,0.0,0.0
0.05,0.9455128205128205,0.0,0.0,0.0
0.05,0.94,0.0,0.0,0.0
0.05,0.9427609427609428,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9539473684210527,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9496644295302014,0.13333333333333333,0.5,0.2105263157894737
0.05,0.9607843137254902,0.2,1.0,0.33333333333333337
0.05,0.9429530201342282,0.06666666666666667,0.25,0.10526315789473685
0.05,0.9381107491856677,0.06666666666666667,0.16666666666666666,0.09523809523809522
0.05,0.9271523178807947,0.0,0.0,0.0
0.05,0.9537953795379538,0.13333333333333333,0.6666666666666666,0.2222222222222222
0.05,0.9451612903225807,0.125,0.4,0.19047619047619047
0.05,0.9545454545454546,0.14285714285714285,0.6666666666666666,0.23529411764705882
0.05,0.9396825396825397,0.0,0.0,0.0
0.05,0.9605263157894737,0.26666666666666666,0.8,0.4
0.05,0.9464882943143813,0.13333333333333333,0.4,0.2
0.05,0.934640522875817,0.0,0.0,0.0
0.05,0.9475409836065574,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.05,0.9391025641025641,0.0625,0.2,0.09523809523809523
0.1,0.9038461538461539,0.03225806451612903,1.0,0.0625
0.1,0.9059233449477352,0.10344827586206896,0.75,0.18181818181818182
0.1,0.89171974522293,0.06451612903225806,0.2857142857142857,0.10526315789473685
0.1,0.9065420560747663,0.125,0.6666666666666666,0.21052631578947367
0.1,0.8938906752411575,0.03225806451612903,0.25,0.05714285714285715
0.1,0.8920634920634921,0.0,0.0,0.0
0.1,0.9,0.09375,0.5,0.15789473684210525
0.1,0.9047619047619048,0.09375,0.75,0.16666666666666666
0.1,0.8870967741935484,0.0,0.0,0.0
0.1,0.9019607843137255,0.06451612903225806,0.6666666666666666,0.1176470588235294
0.1,0.8807947019867549,0.0,0.0,0.0
0.1,0.8945578231292517,0.034482758620689655,0.25,0.0606060606060606
0.1,0.8885135135135135,0.03333333333333333,0.2,0.05714285714285715
0.1,0.902027027027027,0.06666666666666667,0.6666666666666666,0.1212121212121212
0.1,0.9102990033222591,0.1,1.0,0.18181818181818182
0.1,0.8943894389438944,0.06666666666666667,0.3333333333333333,0.1111111111111111
0.1,0.8980263157894737,0.03333333333333333,0.3333333333333333,0.0606060606060606
0.1,0.9059233449477352,0.13793103448275862,0.6666666666666666,0.2285714285714286
0.1,0.8802588996763754,0.0,0.0,0.0
0.1,0.8954248366013072,0.03225806451612903,0.3333333333333333,0.0588235294117647
0.1,0.9033333333333333,0.06666666666666667,0.6666666666666666,0.1212121212121212
0.1,0.8786885245901639,0.0,0.0,0.0
0.1,0.8757763975155279,0.0,0.0,0.0
0.1,0.8929765886287625,0.03333333333333333,0.25,0.058823529411764705
0.1,0.8996539792387543,0.06896551724137931,0.5,0.1212121212121212
0.1,0.8942307692307693,0.06451612903225806,0.3333333333333333,0.1081081081081081
0.1,0.8793103448275862,0.0,0.0,0.0
0.1,0.8919753086419753,0.0,0.0,0.0
0.1,0.8877551020408163,0.034482758620689655,0.16666666666666666,0.05714285714285715
0.1,0.9,0.06896551724137931,0.5,0.1212121212121212
0.1,0.9036544850498339,0.1,0.6,0.17142857142857143
0.1,0.9049180327868852,0.12903225806451613,0.6666666666666666,0.2162162162162162
