@relation jhotdraw-6.0b.1

@attribute PageRank numeric
@attribute CategoryLabel numeric

@data
0.00136,0
0.009178,1
0.000461,0
0.000953,0
0.000878,0
0.000834,0
0.000688,0
0.000713,0
0.00102,0
0.000696,0
0.000659,0
0.001003,0
0.000566,0
0.000595,0
0.000834,0
0.001369,0
0.001798,0
0.001717,0
0.001462,0
0.001261,0
0.000503,0
0.000451,0
0.000564,0
0.000471,0
0.000521,0
0.000571,0
0.000571,0
0.000912,0
0.000986,0
0.001011,0
0.001179,0
0.000959,0
0.000709,0
0.000834,0
0.001069,0
0.002881,0
0.000481,0
0.000451,0
0.002533,0
0.001463,0
0.000456,0
0.003007,0
0.000451,0
0.000515,0
0.001983,0
0.001381,0
0.000814,0
0.000451,0
0.000456,0
0.000456,0
0.000451,0
0.000531,0
0.000531,0
0.000451,0
0.000451,0
0.000802,0
0.000515,0
0.000451,0
0.000479,0
0.000479,0
0.000451,0
0.000451,0
0.000451,0
0.000673,0
0.000834,0
0.00159,0
0.00169,0
0.003007,0
0.0008,0
0.001235,0
0.000858,0
0.000579,0
0.002087,0
0.000599,0
0.000494,0
0.000758,0
0.000481,0
0.001189,0
0.000659,0
0.000857,0
0.000806,0
0.00085,0
0.000834,0
0.000834,0
0.000989,0
0.000885,0
0.001318,0
0.000507,0
0.000646,0
0.00068,0
0.003529,0
0.000451,0
0.003621,0
0.000472,0
0.000451,0
0.000862,0
0.000531,0
0.000451,0
0.000766,0
0.001112,0
0.002511,0
0.000855,0
0.000689,0
0.000903,0
0.000673,0
0.000983,0
0.000633,0
0.000784,0
0.00129,0
0.002233,0
0.000602,0
0.000641,0
0.000834,0
0.000549,0
0.000923,0
0.000675,0
0.00199,0
0.000964,0
0.001085,0
0.000747,0
0.000834,0
0.000897,0
0.000882,0
0.003405,0
0.000627,0
0.000498,0
0.000503,0
0.003547,0
0.001414,0
0.000689,0
0.000887,0
0.002248,0
0.00105,0
0.000641,0
0.015506,0
0.01305,0
0.002923,0
0.013562,1
0.002884,0
0.002326,0
0.010449,1
0.037698,1
0.11493,1
0.013841,0
0.031633,0
0.034208,0
0.039641,0
0.001578,0
0.003865,0
0.006488,0
0.011243,1
0.007478,0
0.000451,0
0.013166,0
0.009,0
0.003483,0
0.003355,0
0.004792,1
0.002607,0
0.003266,0
0.001012,0
0.000933,0
0.000834,0
0.000479,0
0.010943,0
0.000834,0
0.000834,0
0.000675,0
0.000579,0
0.000689,0
0.000834,0
0.000834,0
0.000834,0
0.000944,0
0.000834,0
0.000834,0
0.000834,0
0.000834,0
0.000952,0
0.001336,0
0.000697,0
0.005105,0
0.001485,0
0.004165,0
0.002529,0
0.001269,0
0.006492,0
0.000512,0
0.000809,0
0.000784,0
0.001372,0
0.00063,0
0.000834,0
0.001012,0
0.0008,0
0.001171,0
0.0008,0
0.001852,0
0.001442,1
