topK,accuracy,precision,recall,F1
0.05,0.6666666666666666,0.0,0.0,0.0
0.05,0.7727272727272727,0.3333333333333333,0.07142857142857142,0.11764705882352941
0.05,0.7142857142857143,0.3333333333333333,0.058823529411764705,0.1
0.05,0.7301587301587301,0.0,0.0,0.0
0.05,0.7903225806451613,0.6666666666666666,0.14285714285714285,0.23529411764705882
0.05,0.7384615384615385,0.3333333333333333,0.0625,0.10526315789473684
0.05,0.7246376811594203,0.3333333333333333,0.05555555555555555,0.09523809523809525
0.05,0.7142857142857143,0.0,0.0,0.0
0.05,0.6714285714285714,0.5,0.08695652173913043,0.14814814814814817
0.05,0.625,0.0,0.0,0.0
0.05,0.6764705882352942,0.3333333333333333,0.047619047619047616,0.08333333333333333
0.05,0.7230769230769231,0.0,0.0,0.0
0.05,0.7910447761194029,0.6666666666666666,0.13333333333333333,0.2222222222222222
0.05,0.7681159420289855,0.6666666666666666,0.11764705882352941,0.2
0.05,0.746268656716418,0.6666666666666666,0.1111111111111111,0.1904761904761905
0.05,0.7246376811594203,0.0,0.0,0.0
0.05,0.746031746031746,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615383
0.05,0.8,0.6666666666666666,0.14285714285714285,0.23529411764705882
0.05,0.7014925373134329,0.0,0.0,0.0
0.05,0.6774193548387096,0.3333333333333333,0.05263157894736842,0.09090909090909091
0.05,0.6612903225806451,0.3333333333333333,0.05,0.08695652173913045
0.05,0.8095238095238095,0.6666666666666666,0.15384615384615385,0.25
0.05,0.6716417910447762,0.6666666666666666,0.08695652173913043,0.15384615384615383
0.05,0.7241379310344828,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.703125,0.3333333333333333,0.05555555555555555,0.09523809523809525
0.05,0.7419354838709677,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.7692307692307693,0.6666666666666666,0.125,0.21052631578947367
0.05,0.7192982456140351,0.6666666666666666,0.11764705882352941,0.2
0.05,0.7205882352941176,0.6666666666666666,0.1,0.1739130434782609
0.05,0.7368421052631579,0.3333333333333333,0.07142857142857142,0.11764705882352941
0.05,0.75,0.3333333333333333,0.07692307692307693,0.125
0.05,0.6825396825396826,0.6666666666666666,0.09523809523809523,0.16666666666666666
0.05,0.7049180327868853,0.3333333333333333,0.058823529411764705,0.1
0.05,0.7681159420289855,0.6666666666666666,0.11764705882352941,0.2
0.05,0.7333333333333333,0.3333333333333333,0.06666666666666667,0.1111111111111111
0.05,0.765625,0.6666666666666666,0.125,0.21052631578947367
0.05,0.7142857142857143,0.6666666666666666,0.10526315789473684,0.18181818181818182
